pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-07-03,102.5,-2.24,5.98,"Halvorsen, Seth",514888,678020,,ball,,,,,14.0,Ball,R,R,R,COL,HOU,B,,,0,1,2025,-0.53,1.23,0.69,1.11,676694.0,,,0,9,Top,,,,,,,9.670120756428435,-148.82263259447873,-11.701613396195722,-9.876167924444337,28.959290003399268,-11.371971183609316,2.76,1.25,,,,104.3,2445.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.58,,,,,,,,75,2,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,214.0,-0.007,0.034,,,,-0.034,,2,-2,0.837,0.163,25,35,25,35,1,4,4.0,1.0,3.0,1.0,0.91,0.53,0.53,47.5,,,,,
SL,2025-07-03,87.1,-2.33,5.98,"Halvorsen, Seth",514888,678020,,foul,,,,,8.0,Foul,R,R,R,COL,HOU,S,,,0,0,2025,0.2,-0.39,0.01,1.42,676694.0,,,0,9,Top,,,,,,,5.26890179668799,-126.924370937392,-4.122789317704666,1.295863376658006,21.513444748065695,-35.96544247208923,2.82,1.31,201.0,67.1,47.0,88.7,2581.0,6.8,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.68,,,,,,,,75,1,Slider,7,5,5,7,5,7,5,7,Standard,Standard,61.0,0.01,-0.062,67.5,7.8,,0.062,88.0,2,-2,0.827,0.173,25,35,25,35,1,4,4.0,1.0,3.0,1.0,3.35,-0.2,-0.2,47.4,9.597542996819318,-4.859848519290328,33.182946612186484,38.9370250403435,29.739942335323725
FF,2025-07-03,100.0,-2.34,5.85,"Halvorsen, Seth",676694,678020,triple,hit_into_play,,,,,5.0,Jake Meyers triples (2) on a line drive to right fielder Tyler Freeman.,R,R,R,COL,HOU,X,9.0,line_drive,1,0,2025,-0.78,0.97,-0.23,2.42,,,,0,9,Top,192.91,135.13,,,,,7.739630406818544,-145.3974286855761,-6.487309108079415,-12.7641269719539,32.04544334298674,-17.105813686241436,3.45,1.67,184.0,81.9,13.0,101.6,2265.0,7.1,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.45,0.732,0.688,1.6,1.0,1.0,2.0,4.0,74,2,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,222.0,-0.089,0.881,69.5,5.8,0.825,-0.881,88.0,2,-2,0.916,0.084,25,29,25,29,1,4,4.0,1.0,3.0,1.0,1.3,0.78,0.78,42.8,-12.08711386436628,23.641430608301672,37.20479708803228,36.769679218283954,17.956974103346816
FF,2025-07-03,100.7,-2.12,5.88,"Halvorsen, Seth",676694,678020,,ball,,,,,14.0,Ball,R,R,R,COL,HOU,B,,,0,0,2025,-0.74,0.99,1.36,1.8,,,,0,9,Top,,,,,,,11.529617830083058,-146.09627775657032,-8.436814672674108,-13.124685785962702,31.585014931115005,-16.20033761336529,3.45,1.67,,,,102.0,2292.0,7.0,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.52,,,,,,,,74,1,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,218.0,-0.008,0.041,,,,-0.041,,2,-2,0.924,0.076,25,29,25,29,1,4,4.0,1.0,3.0,1.0,1.26,0.74,0.74,48.2,,,,,
SL,2025-07-03,89.2,-2.41,5.88,"Halvorsen, Seth",670623,678020,field_out,hit_into_play,,,,,7.0,Isaac Paredes pops out to catcher Austin Nola in foul territory.,R,R,R,COL,HOU,X,2.0,popup,3,1,2025,0.42,0.11,-0.52,2.09,666211.0,,673237.0,2,8,Top,128.51,221.11,,,,,3.822841028097081,-129.97781474190018,-3.645901774981988,4.149939319661074,23.5757748473406,-30.48259606140693,3.28,1.61,39.0,68.9,89.0,90.9,2503.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.55,0.008,0.007,0.0,1.0,0.0,0.0,3.0,70,5,Slider,7,5,5,7,5,7,5,7,Standard,Standard,100.0,0.1,-0.339,76.0,8.2,0.008,0.339,88.0,2,-2,0.838,0.162,25,26,25,26,1,4,4.0,1.0,3.0,1.0,2.72,-0.42,-0.42,47.0,20.405999906031404,-21.52183544354727,40.369166517083386,27.321546657058825,41.1203611442007
FF,2025-07-03,100.5,-2.12,5.86,"Halvorsen, Seth",670623,678020,,ball,,,,,14.0,Ball,R,R,R,COL,HOU,B,,,2,1,2025,-0.71,0.87,1.24,2.07,666211.0,,673237.0,2,8,Top,,,,,,,11.098542098121728,-146.01492798494118,-7.367454234228695,-12.407118340683123,28.42184448576069,-18.220602986754912,3.29,1.61,,,,102.2,2221.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.6,,,,,,,,70,4,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,220.0,-0.016,0.065,,,,-0.065,,2,-2,0.854,0.146,25,26,25,26,1,4,4.0,1.0,3.0,1.0,1.36,0.71,0.71,48.1,,,,,
FF,2025-07-03,100.3,-2.07,6.04,"Halvorsen, Seth",670623,678020,,ball,,,,,12.0,Ball,R,R,R,COL,HOU,B,,,1,1,2025,-0.64,1.04,0.92,3.44,666211.0,,673237.0,2,8,Top,,,,,,,9.850009631699807,-145.82051115813152,-4.394472058189219,-11.166887403391035,29.72049031112346,-16.447620404405868,3.28,1.47,,,,101.8,2296.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.64,,,,,,,,70,3,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,214.0,-0.01,0.03,,,,-0.03,,2,-2,0.864,0.136,25,26,25,26,1,4,4.0,1.0,3.0,1.0,1.21,0.64,0.64,48.7,,,,,
SL,2025-07-03,86.6,-2.46,5.8,"Halvorsen, Seth",670623,678020,,called_strike,,,,,3.0,Called Strike,R,R,R,COL,HOU,S,,,1,0,2025,0.47,0.02,0.42,3.21,666211.0,,673237.0,2,8,Top,,,,,,,5.994005770776831,-126.16883778234332,-0.139004607163293,4.045590896054151,21.25273709106292,-32.094393273023655,3.22,1.44,,,,88.2,2421.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.63,,,,,,,,70,2,Slider,7,5,5,7,5,7,5,7,Standard,Standard,82.0,0.01,-0.037,,,,0.037,,2,-2,0.854,0.146,25,26,25,26,1,4,4.0,1.0,3.0,1.0,2.97,-0.47,-0.47,45.9,,,,,
FF,2025-07-03,100.2,-2.14,6.0,"Halvorsen, Seth",670623,678020,,ball,,,,,11.0,Ball,R,R,R,COL,HOU,B,,,0,0,2025,-0.73,0.8,-0.65,4.68,666211.0,,673237.0,2,8,Top,,,,,,,5.935618058796098,-146.02293915456747,-0.2745035719286906,-11.816007302688073,29.104729864391963,-20.71142018149101,3.29,1.61,,,,102.1,2228.0,6.9,777264,543592,606115,642731,641857,690022,687597,686668,671289,53.63,,,,,,,,70,1,4-Seam Fastball,7,5,5,7,5,7,5,7,Standard,Standard,219.0,-0.006,0.009,,,,-0.009,,2,-2,0.86,0.14,25,26,25,26,1,4,4.0,1.0,3.0,1.0,1.43,0.73,0.73,50.2,,,,,
SL,2025-06-29,89.2,-2.39,6.05,"Halvorsen, Seth",687401,678020,field_out,hit_into_play,,,,,6.0,Joey Ortiz pops out to first baseman Michael Toglia in foul territory.,R,R,R,MIL,COL,X,3.0,popup,1,2,2025,0.34,-0.04,0.41,2.44,668930.0,655316.0,702332.0,2,9,Bot,156.38,201.34,,,,,6.241657028200772,-129.92239655539237,-2.8447383895249176,2.634390284018785,25.122496724805437,-32.28339071365847,3.41,1.54,74.0,68.4,76.0,90.5,2705.0,6.9,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.65,0.003,0.002,0.0,1.0,0.0,0.0,3.0,73,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,85.0,-0.124,-0.203,71.7,7.9,0.003,0.203,88.0,0,0,0.624,0.624,25,26,25,27,1,3,3.0,1.0,4.0,3.0,2.88,-0.34,-0.34,49.4,5.738122196558975,-9.293838415672909,17.87191673126289,43.912253883575815,30.238425624912256
SL,2025-06-29,90.8,-2.44,5.85,"Halvorsen, Seth",687401,678020,,swinging_strike,,,,,9.0,Swinging Strike,R,R,R,MIL,COL,S,,,1,1,2025,0.13,0.09,0.39,2.05,668930.0,655316.0,702332.0,2,9,Bot,,,,,,,6.928660253555826,-132.18852147917855,-3.8877808044481896,0.1496201322143393,25.79442251825592,-30.537869427649586,3.41,1.54,,,,92.5,2655.0,7.1,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.4,,,,,,,,73,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,102.0,-0.033,-0.05,76.9,8.7,,0.05,,0,0,0.657,0.657,25,26,25,27,1,3,3.0,1.0,4.0,3.0,2.65,-0.13,-0.13,45.4,11.81747560383958,-23.229406253602686,23.633416906659555,43.66948064023308,38.28642779133973
FF,2025-06-29,101.0,-2.24,5.68,"Halvorsen, Seth",687401,678020,,called_strike,,,,,9.0,Called Strike,R,R,R,MIL,COL,S,,,1,0,2025,-0.75,1.35,0.38,1.42,668930.0,655316.0,702332.0,2,9,Bot,,,,,,,9.235065729765733,-146.62303926754498,-9.91625911392958,-13.006497668189244,33.41754062227997,-10.51366671286708,3.44,1.51,,,,102.8,2499.0,7.3,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.22,,,,,,,,73,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,222.0,-0.042,-0.035,,,,0.035,,0,0,0.699,0.699,25,26,25,27,1,3,3.0,1.0,4.0,3.0,0.89,0.75,0.75,45.9,,,,,
FF,2025-06-29,101.6,-2.17,5.88,"Halvorsen, Seth",687401,678020,,ball,,,,,11.0,Ball,R,R,R,MIL,COL,B,,,0,0,2025,-0.98,1.32,-0.83,2.8,668930.0,655316.0,702332.0,2,9,Bot,,,,,,,6.189950381838842,-147.74134983502893,-6.602175472943314,-15.828469102903464,34.11878809601982,-11.48803247893228,3.51,1.61,,,,103.3,2439.0,7.2,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.33,,,,,,,,73,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,224.0,0.034,0.032,,,,-0.032,,0,0,0.665,0.665,25,26,25,27,1,3,3.0,1.0,4.0,3.0,0.89,0.98,0.98,48.2,,,,,
SL,2025-06-29,90.1,-2.25,5.98,"Halvorsen, Seth",702332,678020,single,hit_into_play,,,,,6.0,Caleb Durbin singles on a ground ball to third baseman Ryan McMahon. Brice Turang to 3rd. Andruw Monasterio to 2nd.,R,R,R,MIL,COL,X,5.0,ground_ball,2,2,2025,0.32,-0.11,0.43,2.32,,668930.0,655316.0,2,9,Bot,113.3,178.54,,,,,6.07233261535215,-131.21690455517506,-2.955768247530238,2.495495614203369,26.61026150123636,-33.0463033497438,3.33,1.49,2.0,66.0,-44.0,91.5,2735.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.52,0.175,0.169,0.9,1.0,1.0,0.0,2.0,72,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,69.0,0.062,0.621,70.1,6.9,0.188,-0.621,88.0,0,0,0.603,0.603,25,25,25,25,1,3,3.0,1.0,4.0,3.0,2.9,-0.32,-0.32,51.7,8.819891862728658,1.1763339815879854,24.987070072839355,40.60984424459341,28.62468696509893
FF,2025-06-29,101.4,-2.34,5.75,"Halvorsen, Seth",702332,678020,,foul,,,,,11.0,Foul,R,R,R,MIL,COL,S,,,2,1,2025,-0.68,1.12,-0.56,3.63,,668930.0,655316.0,2,9,Bot,,,,,,,6.71348117987395,-147.63565218843385,-3.372846274115616,-11.514883086761143,34.32180644464306,-15.216001529416742,3.33,1.49,170.0,85.6,12.0,103.2,2282.0,7.2,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.34,,,,,,,,72,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,221.0,-0.016,-0.08,65.5,5.8,,0.08,88.0,0,0,0.619,0.619,25,25,25,25,1,3,3.0,1.0,4.0,3.0,1.09,0.68,0.68,45.8,5.436787958725442,1.7641384476961923,16.543767185112067,29.100721499913764,21.457683186713236
SL,2025-06-29,90.8,-2.22,5.82,"Halvorsen, Seth",702332,678020,,ball,,,,,14.0,Ball,R,R,R,MIL,COL,B,,,1,1,2025,0.22,0.21,1.81,1.19,,668930.0,655316.0,2,9,Bot,,,,,,,9.750947962061458,-131.8452141719171,-6.195872751537596,0.6538048375897698,26.576839444329536,-28.610563069628075,3.2,1.49,,,,92.3,2653.0,7.2,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.3,,,,,,,,72,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,66.0,0.011,0.03,,,,-0.03,,0,0,0.608,0.608,25,25,25,25,1,3,3.0,1.0,4.0,3.0,2.56,-0.22,-0.22,48.1,,,,,
FF,2025-06-29,101.2,-2.16,5.86,"Halvorsen, Seth",702332,678020,,called_strike,,,,,3.0,Called Strike,R,R,R,MIL,COL,S,,,1,0,2025,-1.0,1.16,0.56,3.05,,668930.0,655316.0,2,9,Bot,,,,,,,10.13982684139916,-146.92105889627535,-5.3639721932309445,-16.874466256388214,35.7314612292757,-14.212937608735896,3.3,1.49,,,,102.5,2369.0,7.2,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.31,,,,,,,,72,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,218.0,-0.011,-0.052,,,,0.052,,0,0,0.619,0.619,25,25,25,25,1,3,3.0,1.0,4.0,3.0,1.08,1.0,1.0,51.5,,,,,
FF,2025-06-29,101.8,-2.11,5.91,"Halvorsen, Seth",702332,678020,,ball,,,,,12.0,Ball,R,R,R,MIL,COL,B,,,0,0,2025,-0.68,1.45,0.4,4.06,,668930.0,655316.0,2,9,Bot,,,,,,,8.793912305617187,-148.07660006098843,-3.4654745559931968,-12.139411366463884,34.79257710480174,-10.108319729621844,3.33,1.52,,,,103.2,2383.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.48,,,,,,,,72,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,215.0,0.005,0.024,,,,-0.024,,0,0,0.614,0.614,25,25,25,25,1,3,3.0,1.0,4.0,3.0,0.74,0.68,0.68,47.7,,,,,
SL,2025-06-29,90.5,-2.39,5.78,"Halvorsen, Seth",686555,678020,strikeout,swinging_strike,,,,,14.0,Isaac Collins strikes out swinging.,R,L,R,MIL,COL,S,2.0,,1,2,2025,0.25,0.15,0.93,1.96,,668930.0,655316.0,1,9,Bot,,,,,,,7.833106691436882,-131.6866837103524,-4.04475139435402,1.5098966258142006,24.128172745838956,-29.82891517773368,3.31,1.55,,,,92.2,2560.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.53,,0.0,0.0,1.0,0.0,0.0,,71,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,95.0,-0.072,-0.174,49.4,6.6,,0.174,,0,0,0.686,0.686,25,27,25,28,1,3,3.0,2.0,4.0,3.0,2.6,-0.25,0.25,45.9,7.425626111305855,-12.471426679928108,23.563357280816348,27.164736203577007,32.248435286442536
FF,2025-06-29,102.0,-2.24,5.93,"Halvorsen, Seth",686555,678020,,ball,,,,,11.0,Ball,R,L,R,MIL,COL,B,,,0,2,2025,-0.68,1.06,-0.52,4.33,,668930.0,655316.0,1,9,Bot,,,,,,,6.54045977894847,-148.33737227454793,-1.7591053294669234,-11.597299092036666,37.1372377000388,-16.404255076144935,3.24,1.55,,,,103.0,2313.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.54,,,,,,,,71,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,220.0,0.01,0.014,,,,-0.014,,0,0,0.676,0.676,25,27,25,28,1,3,3.0,2.0,4.0,3.0,1.15,0.68,-0.68,48.6,,,,,
FS,2025-06-29,90.7,-3.01,5.63,"Halvorsen, Seth",686555,678020,,foul,,,,,13.0,Foul,R,L,R,MIL,COL,S,,,0,2,2025,-0.86,0.3,-0.23,1.16,,668930.0,655316.0,1,9,Bot,,,,,,,8.896664407317068,-131.83936554355847,-6.058379370884581,-11.695040825991413,22.385904256425555,-27.661125782968355,3.31,1.55,6.0,90.0,-13.0,92.6,1534.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.46,,,,,,,,71,3,Split-Finger,2,2,2,2,2,2,2,2,Standard,Standard,240.0,0.0,0.0,70.7,7.7,,0.0,90.0,0,0,0.676,0.676,25,27,25,28,1,3,3.0,2.0,4.0,3.0,2.43,0.86,-0.86,35.8,13.424503144502165,-17.800878624986353,31.6492405179368,40.084654487459154,42.94845219326308
FS,2025-06-29,91.6,-2.78,5.75,"Halvorsen, Seth",686555,678020,,foul,,,,,7.0,Foul,R,L,R,MIL,COL,S,,,0,1,2025,-1.07,0.33,-0.75,1.77,,668930.0,655316.0,1,9,Bot,,,,,,,7.527898072616817,-133.25321209731337,-4.986173122981303,-14.315483852190756,26.43069792980993,-27.34706516549377,3.31,1.55,150.0,73.2,68.0,92.9,1660.0,6.9,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.59,,,,,,,,71,2,Split-Finger,2,2,2,2,2,2,2,2,Standard,Standard,239.0,-0.02,-0.053,75.9,7.1,,0.053,88.0,0,0,0.696,0.696,25,27,25,28,1,3,3.0,2.0,4.0,3.0,2.37,1.07,-1.07,35.6,5.190185709985592,-0.5571517136690467,30.090407522854974,47.26108065606053,33.25543287483456
FF,2025-06-29,100.5,-2.5,5.8,"Halvorsen, Seth",686555,678020,,foul_tip,,,,,4.0,Foul Tip,R,L,R,MIL,COL,S,,,0,0,2025,-0.99,1.09,-0.71,2.59,,668930.0,655316.0,1,9,Bot,,,,,,,7.403605717269651,-146.2266415384971,-6.249796454017972,-15.842489725197124,32.58880948032255,-15.20582750741302,3.31,1.55,,,,102.1,2298.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.47,,,,,,,,71,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,223.0,-0.014,-0.033,72.0,5.8,,0.033,,0,0,0.71,0.71,25,27,25,28,1,3,3.0,2.0,4.0,3.0,1.16,0.99,-0.99,44.8,-12.33915185322214,27.44106120187969,30.011411268344084,46.90820184733879,11.3319192347705
FF,2025-06-29,102.2,-2.15,5.76,"Halvorsen, Seth",656555,678020,walk,ball,,,,,14.0,Rhys Hoskins walks.,R,R,R,MIL,COL,B,,,3,2,2025,-0.87,1.07,0.43,1.35,,668930.0,,1,9,Bot,,,,,,,9.520695867702427,-148.31395580053146,-9.93350768943594,-15.047458516464204,32.14422159669017,-14.152422643393898,3.31,1.58,,,,104.2,2385.0,7.3,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.19,,0.691497,0.7,1.0,0.0,0.0,,70,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,219.0,0.006,0.212,,,,-0.212,,0,0,0.704,0.704,25,32,25,32,1,3,3.0,1.0,4.0,3.0,1.1,0.87,0.87,51.1,,,,,
SL,2025-06-29,89.7,-2.27,5.76,"Halvorsen, Seth",656555,678020,,ball,,,,,14.0,Ball,R,R,R,MIL,COL,B,,,2,2,2025,0.27,-0.1,1.07,0.93,,668930.0,,1,9,Bot,,,,,,,7.790943066167109,-130.55348339116006,-5.925825468995612,1.8505201922143495,22.2448950249384,-32.479283144435264,3.24,1.58,,,,91.7,2573.0,7.1,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.42,,,,,,,,70,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,82.0,0.01,0.068,,,,-0.068,,0,0,0.694,0.694,25,32,25,32,1,3,3.0,1.0,4.0,3.0,2.89,-0.27,-0.27,47.2,,,,,
SL,2025-06-29,90.0,-2.43,5.81,"Halvorsen, Seth",656555,678020,,blocked_ball,,,,,14.0,Ball In Dirt,R,R,R,MIL,COL,B,,,1,2,2025,0.42,-0.2,2.2,0.62,,668930.0,,1,9,Bot,,,,,,,10.715118679120542,-130.605916797848,-6.546894178765718,2.65940262216042,26.842774764181534,-33.22678611119872,3.27,1.58,,,,91.1,2636.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.47,,,,,,,,70,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,57.0,0.014,0.026,,,,-0.026,,0,0,0.68,0.68,25,32,25,32,1,3,3.0,1.0,4.0,3.0,3.02,-0.42,-0.42,47.2,,,,,
FF,2025-06-29,100.5,-2.1,5.95,"Halvorsen, Seth",656555,678020,,swinging_strike,,,,,11.0,Swinging Strike,R,R,R,MIL,COL,S,,,1,1,2025,-0.95,1.19,-1.19,3.49,,668930.0,,1,9,Bot,,,,,,,4.83263740310303,-146.1894304483656,-4.297571168570341,-14.76402100840879,35.981649234983315,-14.347927346162349,3.34,1.55,,,,101.7,2296.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.46,,,,,,,,70,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,216.0,-0.018,-0.061,63.8,6.3,,0.061,,0,0,0.698,0.698,25,32,25,32,1,3,3.0,1.0,4.0,3.0,1.08,0.95,0.95,52.7,2.1817161792606696,16.291997625564324,36.1129410459563,23.18061342275688,14.640164554449155
FF,2025-06-29,101.9,-1.91,5.87,"Halvorsen, Seth",656555,678020,,ball,,,,,3.0,Ball,R,R,R,MIL,COL,B,,,0,1,2025,-0.89,1.13,0.54,2.87,,668930.0,,1,9,Bot,,,,,,,9.17512431025948,-147.97979971932017,-5.950904739033834,-15.364297864629512,36.201164222124376,-14.266684648986882,3.32,1.45,,,,103.2,2237.0,7.1,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.36,,,,,,,,70,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,218.0,0.009,0.025,,,,-0.025,,0,0,0.689,0.689,25,32,25,32,1,3,3.0,1.0,4.0,3.0,1.08,0.89,0.89,49.9,,,,,
FF,2025-06-29,100.9,-2.34,5.78,"Halvorsen, Seth",656555,678020,,called_strike,,,,,8.0,Called Strike,R,R,R,MIL,COL,S,,,0,0,2025,-0.84,1.2,0.25,1.94,,,668930.0,1,9,Bot,,,,,,,9.329096941711542,-146.29083026103967,-8.203535608180154,-14.508096012613803,40.28313400190925,-13.028277044324955,3.44,1.62,,,,101.3,2314.0,7.1,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.41,,,,,,,,70,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,223.0,0.054,-0.04,,,,0.04,,0,0,0.635,0.635,25,32,25,32,1,3,3.0,1.0,4.0,3.0,1.08,0.84,0.84,50.6,,,,,
FS,2025-06-29,91.1,-2.88,5.66,"Halvorsen, Seth",668930,678020,single,hit_into_play,,,,,7.0,Brice Turang singles on a ground ball to shortstop Orlando Arcia.,R,L,R,MIL,COL,X,6.0,ground_ball,2,2,2025,-0.83,0.24,-0.82,1.95,,,,1,9,Bot,120.4,143.07,,,,,7.054065981956184,-132.62826601869747,-4.03913963384234,-11.292284732751416,26.1278876074676,-28.644737664995663,3.49,1.62,12.0,95.7,-9.0,92.6,1602.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.53,0.238,0.253,0.9,1.0,1.0,0.0,2.0,69,7,Split-Finger,2,2,2,2,2,2,2,2,Standard,Strategic,241.0,0.058,0.44,69.1,7.4,0.258,-0.44,95.7,0,0,0.577,0.577,25,25,25,26,1,3,3.0,1.0,4.0,3.0,2.48,0.83,-0.83,32.9,5.708842536983895,9.8854067927466,31.406096918002977,43.66924327854705,31.110506808639304
SL,2025-06-29,88.9,-2.37,5.84,"Halvorsen, Seth",668930,678020,,foul,,,,,9.0,Foul,R,L,R,MIL,COL,S,,,2,2,2025,0.46,0.06,0.72,1.94,,,,1,9,Bot,,,,,,,6.69954677351219,-129.33966986398624,-3.6321197685392113,3.6785027771010887,28.53956586626945,-30.96036266483083,3.49,1.62,9.0,86.3,-13.0,89.8,2491.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.49,,,,,,,,69,6,Slider,2,2,2,2,2,2,2,2,Standard,Strategic,78.0,0.0,0.0,75.7,8.1,,0.0,88.0,0,0,0.577,0.577,25,25,25,26,1,3,3.0,1.0,4.0,3.0,2.84,-0.46,0.46,47.9,24.59297063212587,-26.08956143258056,35.31306724929257,27.02694680525764,54.41788169831062
FF,2025-06-29,101.4,-2.34,5.82,"Halvorsen, Seth",668930,678020,,foul,,,,,4.0,Foul,R,L,R,MIL,COL,S,,,2,2,2025,-0.56,1.28,-0.58,2.81,,,,1,9,Bot,,,,,,,6.3279925928572895,-147.4098416399143,-6.18614002058928,-9.747802776116837,37.226482926227,-12.294607679866232,3.49,1.62,262.0,79.2,34.0,102.3,2287.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.51,,,,,,,,69,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,221.0,0.0,0.0,70.4,6.6,,0.0,88.0,0,0,0.577,0.577,25,25,25,26,1,3,3.0,1.0,4.0,3.0,0.96,0.56,-0.56,47.0,-4.357209017577879,18.03289603814406,27.52532077167108,40.53150171835301,21.786048578866023
FS,2025-06-29,91.0,-2.87,5.64,"Halvorsen, Seth",668930,678020,,ball,,,,,13.0,Ball,R,L,R,MIL,COL,B,,,1,2,2025,-0.96,0.12,-0.68,1.4,,,,1,9,Bot,,,,,,,7.632890553959238,-132.24080822311356,-5.037723273437276,-12.862310471338851,27.631563765620356,-29.911766568606183,3.49,1.69,,,,92.1,1670.0,7.0,777301,690924,669911,642731,641857,606115,687597,686668,656541,53.54,,,,,,,,69,4,Split-Finger,2,2,2,2,2,2,2,2,Standard,Standard,242.0,0.006,0.048,,,,-0.048,,0,0,0.571,0.571,25,25,25,26,1,3,3.0,1.0,4.0,3.0,2.64,0.96,-0.96,35.6,,,,,
